 0.088,  0.417,  0.910,  1.103,  1.332,  1.072,  4.000  1.099, 1
 0.089,  0.383,  1.279,  1.098,  1.259,  1.054,  4.000  1.253, 1
 0.090,  0.333,  0.899,  1.080,  1.180,  1.116,  4.000  1.216, 1
 0.093,  0.292,  1.036,  1.002,  2.897,  0.923,  4.000  1.137, 1
 0.090,  0.249,  1.201,  1.005,  2.211,  0.977,  3.000  0.989, 1
 0.085,  0.408,  2.010,  1.004,  1.218,  1.050,  4.000  1.408, 1
 0.087,  0.287,  1.201,  1.015,  1.538,  0.974,  4.000  0.651, 1
 0.085,  0.392,  1.429,  1.144,  1.136,  1.109,  4.000  0.918, 1
 0.091,  0.254,  1.081,  1.002,  1.667,  0.911,  4.000  0.741, 1
 0.090,  0.285,  1.001,  1.020,  1.253,  1.066,  4.000  1.389, 1
 0.086,  0.356,  0.890,  1.051,  1.026,  1.109,  4.000  0.972, 1
 0.088,  0.303,  1.496,  1.001,  1.331,  0.994,  4.000  1.748, 1
 0.093,  0.264,  0.849,  1.001,  1.547,  0.942,  5.000  0.876, 1
 0.089,  0.215,  0.744,  1.003,  1.539,  1.007,  3.000  1.359, 1
 0.084,  0.408,  1.209,  1.020,  1.558,  1.038,  4.000  1.349, 1
 0.088,  0.373,  1.701,  1.036,  1.915,  1.021,  5.000  0.604, 1
 0.084,  0.310,  0.823,  1.098,  1.006,  1.039,  4.000  1.147, 1
 0.080,  0.347,  1.384,  1.035,  1.063,  1.043,  4.000  1.276, 1
 0.093,  0.290,  0.999,  1.037,  2.589,  1.049,  4.000  0.775, 1
 0.083,  0.310,  1.480,  1.082,  1.248,  1.071,  4.000  0.848, 1
 0.083,  0.397,  1.265,  1.017,  1.395,  1.013,  4.000  1.295, 1
 0.086,  0.218,  1.388,  1.000,  3.552,  0.864,  1.000  1.384, 1
 0.088,  0.487,  0.940,  1.033,  1.447,  1.039,  4.000  1.926, 1
 0.093,  0.399,  1.473,  1.008,  1.743,  1.188,  4.000  5.188, 1
 0.085,  0.409,  2.041,  1.000,  1.774,  1.050,  1.000  0.497, 1
 0.093,  0.267,  0.920,  1.017,  1.180,  1.042,  4.000  1.740, 1
 0.090,  0.284,  0.797,  1.000,  2.483,  1.105,  4.000  0.267, 1
 0.077,  0.343,  1.187,  1.016,  1.145,  1.026,  1.000  0.947, 1
 0.090,  0.268,  1.595,  1.002,  1.529,  1.038,  3.000  0.933, 1
 0.062,  0.539,  1.749,  1.175,  1.373,  1.100,  4.000  0.250, 1
 0.085,  0.364,  1.744,  1.007,  0.935,  1.049,  4.000  1.062, 1
 0.085,  0.411,  1.168,  1.045,  1.121,  1.021,  1.000  0.436, 1
 0.075,  0.371,  1.159,  1.006,  0.958,  1.177,  4.000  0.809, 1
 0.098,  0.357,  1.803,  1.058,  2.034,  1.139,  1.000  1.291, 1
 0.099,  0.335,  1.689,  1.005,  1.537,  1.021,  4.000  1.254, 1
 0.083,  0.435,  1.817,  1.110,  1.023,  1.078,  1.000  0.763, 1
 0.098,  0.369,  1.747,  1.132,  1.603,  1.037,  4.000  1.447, 1
 0.092,  0.402,  0.853,  1.052,  1.727,  1.087,  5.000  1.162, 1
 0.090,  0.281,  0.860,  1.006,  1.557,  1.026,  5.000  1.190, 1
 0.114,  0.321,  0.962,  1.002,  2.384,  1.028,  4.000  0.908, 1
 0.091,  0.218,  0.936,  1.016,  1.246,  1.075,  3.000  0.533, 1
 0.113,  0.438,  1.245,  1.007,  6.170,  1.000,  4.000  1.290, 1
 0.100,  0.412,  1.300,  1.023,  1.226,  1.128,  4.000  2.791, 1
 0.091,  0.319,  1.645,  1.019,  1.235,  1.087,  1.000  0.575, 1
 0.079,  0.401,  0.879,  1.070,  1.085,  1.041,  4.000  1.145, 1
 0.099,  0.391,  1.400,  1.017,  1.882,  0.973,  4.000  1.208, 1
 0.085,  0.390,  1.340,  1.047,  1.333,  1.019,  4.000  0.767, 1
 0.110,  0.372,  1.200,  1.022,  2.447,  1.015,  4.000  1.330, 1
 0.090,  0.333,  1.647,  1.001,  0.813,  0.972,  4.000  1.538, 1
 0.090,  0.314,  1.660,  1.019,  1.365,  1.006,  4.000  1.259, 1
 0.085,  0.363,  0.988,  1.000,  3.834,  0.860,  7.000  0.796, 1
 0.091,  0.423,  0.970,  1.042,  1.316,  1.123,  4.000  1.205, 1
 0.091,  0.319,  1.197,  1.023,  1.258,  1.034,  4.000  2.023, 1
 0.082,  0.329,  1.360,  1.002,  1.704,  1.014,  1.000  1.130, 1
 0.078,  0.418,  1.400,  1.114,  0.985,  1.069,  4.000  1.195, 1
 0.093,  0.370,  1.478,  1.005,  2.059,  1.013,  1.000  1.916, 1
 0.090,  0.284,  1.615,  1.030,  0.928,  0.989,  4.000  1.112, 1
 0.100,  0.275,  0.608,  1.001,  2.815,  1.049,  3.000  1.545, 1
 0.077,  0.510,  1.339,  1.033,  1.315,  1.076,  3.000  2.210, 1
 0.089,  0.315,  0.927,  1.014,  1.680,  0.998,  7.000  1.711, 1
 0.092,  0.417,  2.052,  1.005,  1.016,  1.011,  4.000  1.174, 1
 0.074,  0.429,  1.424,  1.000,  1.939,  0.895,  4.000  0.905, 1
 0.086,  0.232,  1.270,  1.001,  1.867,  0.933,  1.000  1.440, 1
 0.100,  0.298,  2.298,  1.010,  3.849,  0.893,  4.000  0.713, 1
 0.090,  0.291,  0.987,  1.027,  1.663,  1.140,  3.000  0.744, 1
 0.087,  0.291,  1.286,  1.000,  3.260,  0.950,  1.000  0.817, 1
 0.088,  0.283,  2.065,  1.001,  1.269,  1.011,  4.000  0.645, 1
 0.089,  0.240,  1.471,  1.001,  3.287,  0.950,  1.000  2.082, 1
 0.075,  0.425,  0.957,  1.131,  0.936,  1.113,  4.000  1.380, 1
 0.090,  0.385,  0.870,  1.019,  1.436,  0.961,  4.000  0.923, 1
 0.090,  0.428,  1.345,  1.041,  1.392,  1.050,  4.000  1.906, 1
 0.077,  0.391,  1.154,  1.005,  1.105,  1.110,  4.000  1.040, 1
 0.081,  0.394,  1.532,  1.062,  1.328,  1.053,  7.000  1.328, 1
 0.090,  0.267,  1.382,  1.004,  2.719,  1.012,  4.000  1.010, 1
 0.083,  0.446,  1.936,  1.011,  0.751,  1.071,  1.000  1.369, 1
 0.095,  0.277,  0.600,  1.003,  1.646,  0.996,  4.000  0.576, 1
 0.080,  0.373,  1.531,  1.012,  1.024,  1.086,  4.000  1.553, 1
 0.088,  0.378,  0.981,  1.081,  1.305,  1.064,  7.000  0.813, 1
 0.076,  0.341,  1.525,  1.082,  2.015,  1.078,  4.000  1.059, 1
 0.099,  0.334,  0.960,  1.013,  1.767,  1.134,  4.000  1.366, 1
 0.094,  0.370,  0.942,  1.030,  1.373,  1.088,  4.000  1.116, 1
 0.089,  0.301,  1.032,  1.020,  1.108,  0.972,  4.000  1.124, 1
 0.080,  0.321,  1.091,  1.004,  1.476,  1.091,  4.000  0.830, 1
 0.088,  0.340,  1.768,  1.000,  2.026,  0.917,  4.000  0.544, 1
 0.088,  0.223,  0.669,  1.005,  1.524,  0.983,  4.000  1.075, 1
 0.091,  0.302,  1.414,  1.021,  0.949,  1.025,  4.000  1.631, 1
 0.085,  0.330,  1.400,  1.016,  1.067,  1.019,  3.000  1.433, 1
 0.084,  0.420,  2.002,  1.028,  1.184,  1.083,  4.000  1.309, 1
 0.090,  0.307,  1.756,  1.008,  1.472,  1.023,  1.000  1.834, 1
 0.088,  0.283,  1.119,  1.005,  1.769,  1.032,  1.000  0.828, 1
 0.098,  0.292,  1.178,  1.000,  4.429,  1.086,  5.000  1.223, 1
 0.087,  0.233,  0.697,  1.004,  0.951,  1.000,  1.000  1.214, 1
 0.088,  0.268,  1.140,  1.001,  3.167,  0.918,  3.000  0.796, 1
 0.104,  0.347,  1.250,  1.006,  4.015,  0.987,  4.000  2.050, 1
 0.087,  0.205,  1.524,  1.000,  6.038,  0.846,  4.000  0.746, 1
 0.079,  0.473,  1.380,  1.013,  1.157,  1.172,  4.000  2.181, 1
 0.105,  0.484,  1.250,  1.009,  3.269,  1.016,  4.000  1.766, 1
 0.080,  0.494,  1.613,  1.003,  2.284,  1.127,  3.000  0.120, 1
 0.094,  0.253,  0.918,  1.004,  1.569,  0.963,  4.000  0.559, 1
 0.088,  0.379,  1.896,  1.020,  1.288,  1.016,  4.000  1.050, 1
 0.079,  0.412,  1.268,  1.063,  0.886,  1.021,  4.000  1.626, 1
 0.097,  0.222,  0.940,  1.009,  3.332,  0.932,  4.000  1.188, 1
 0.089,  0.340,  1.453,  1.025,  1.696,  1.056,  4.000  1.485, 1
 0.089,  0.243,  1.356,  1.003,  1.220,  0.956,  3.000  2.115, 1
 0.085,  0.372,  1.685,  1.062,  1.046,  1.081,  4.000  1.021, 1
 0.080,  0.413,  1.865,  1.034,  1.910,  1.060,  1.000  0.394, 1
 0.084,  0.403,  1.533,  1.021,  2.131,  1.066,  4.000  0.827, 1
 0.083,  0.281,  1.372,  1.012,  1.121,  1.053,  1.000  0.851, 1
 0.103,  0.386,  1.180,  1.065,  1.751,  1.062,  5.000  0.390, 1
 0.103,  0.359,  0.786,  1.023,  1.574,  1.043,  3.000  1.326, 1
 0.089,  0.348,  1.895,  1.000,  1.449,  1.080,  4.000  1.458, 1
 0.080,  0.361,  0.863,  1.010,  0.852,  1.120,  4.000  0.706, 1
 0.082,  0.282,  1.383,  1.000,  1.718,  1.020,  4.000  0.846, 1
 0.088,  0.345,  1.865,  1.012,  1.033,  0.985,  4.000  0.796, 1
 0.086,  0.386,  0.640,  1.005,  1.233,  1.131,  3.000  1.904, 1
 0.085,  0.358,  1.876,  1.013,  0.809,  1.030,  4.000  1.399, 1
 0.085,  0.332,  1.615,  1.010,  1.246,  1.117,  4.000  1.953, 1
 0.080,  0.448,  1.502,  1.012,  1.015,  1.073,  1.000  1.244, 1
 0.098,  0.332,  1.346,  1.016,  1.252,  0.992,  4.000  0.945, 1
 0.081,  0.433,  1.461,  1.004,  1.234,  1.062,  3.000  0.818, 1
 0.081,  0.375,  1.250,  1.081,  1.199,  1.112,  4.000  1.350, 1
 0.081,  0.396,  2.424,  1.014,  1.167,  1.166,  4.000  0.909, 1
 0.097,  0.341,  1.499,  1.042,  1.891,  1.089,  4.000  1.301, 1
 0.088,  0.419,  1.460,  1.063,  1.255,  1.052,  1.000  1.011, 1
 0.075,  0.404,  1.508,  1.013,  1.006,  1.074,  4.000  1.092, 1
 0.093,  0.401,  1.066,  1.010,  1.856,  0.984,  1.000  1.752, 1
 0.089,  0.232,  1.374,  1.000,  4.682,  0.867,  4.000  0.291, 1
 0.106,  0.402,  1.279,  1.009,  2.804,  1.128,  4.000  2.283, 1
 0.091,  0.403,  1.310,  1.064,  1.408,  1.108,  4.000  1.987, 1
 0.097,  0.421,  1.334,  1.019,  1.595,  1.121,  3.000  1.505, 1
 0.089,  0.303,  0.934,  1.004,  4.056,  1.082,  1.000  0.850, 1
 0.072,  0.442,  0.956,  1.067,  0.894,  1.047,  4.000  0.745, 1
 0.088,  0.441,  1.046,  1.071,  1.380,  1.080,  4.000  1.143, 1
 0.074,  0.490,  1.272,  1.011,  1.108,  1.059,  1.000  0.599, 1
 0.077,  0.338,  1.184,  1.038,  0.946,  1.123,  4.000  0.976, 1
 0.090,  0.399,  1.469,  1.004,  2.842,  1.106,  3.000  0.264, 1
 0.089,  0.377,  1.320,  1.009,  1.194,  1.026,  4.000  1.107, 1
 0.087,  0.376,  1.313,  1.043,  1.658,  1.096,  4.000  1.373, 1
 0.095,  0.408,  0.853,  1.055,  2.974,  1.113,  3.000  2.306, 1
 0.090,  0.387,  1.200,  1.091,  0.961,  1.100,  4.000  2.071, 1
 0.089,  0.263,  1.173,  1.007,  1.041,  1.024,  4.000  0.933, 1
 0.088,  0.359,  0.933,  1.005,  1.481,  1.043,  5.000  1.456, 1
 0.085,  0.308,  1.295,  1.017,  1.429,  0.986,  4.000  1.263, 1
 0.095,  0.371,  1.602,  1.048,  1.734,  1.078,  4.000  1.084, 1
 0.089,  0.399,  0.970,  1.007,  1.709,  1.115,  4.000  1.153, 1
 0.075,  0.493,  1.077,  1.012,  0.875,  1.062,  1.000  1.090, 1
 0.089,  0.307,  1.102,  1.005,  1.929,  0.955,  4.000  1.550, 1
 0.095,  0.317,  1.053,  1.002,  1.393,  0.935,  4.000  1.306, 1
 0.093,  0.367,  0.850,  1.061,  1.704,  1.120,  4.000  1.002, 1
 0.076,  0.429,  1.909,  1.100,  0.877,  1.048,  3.000  0.567, 1
 0.084,  0.354,  1.278,  1.022,  1.309,  1.098,  4.000  1.407, 1
 0.086,  0.352,  1.186,  1.007,  1.582,  1.055,  4.000  1.047, 1
 0.082,  0.389,  1.179,  1.023,  1.024,  1.055,  4.000  1.042, 1
 0.085,  0.329,  1.113,  1.021,  1.685,  1.139,  4.000  1.826, 1
 0.085,  0.339,  1.129,  1.005,  0.841,  1.012,  4.000  0.757, 1
 0.089,  0.330,  1.670,  1.006,  1.692,  1.075,  4.000  1.753, 1
 0.081,  0.413,  1.002,  1.011,  1.312,  0.995,  3.000  2.348, 1
 0.083,  0.406,  1.854,  1.074,  1.169,  1.115,  4.000  0.642, 1
 0.092,  0.252,  1.150,  1.000,  4.248,  0.796,  4.000  2.061, 1
 0.094,  0.329,  0.963,  1.003,  1.342,  0.958,  4.000  1.703, 1
 0.091,  0.330,  1.405,  1.015,  2.226,  1.100,  4.000  1.245, 1
 0.075,  0.463,  1.627,  1.083,  1.187,  1.084,  4.000  2.545, 1
 0.074,  0.482,  1.181,  1.031,  0.858,  1.131,  4.000  2.624, 1
 0.075,  0.519,  0.716,  1.001,  1.744,  1.050,  1.000  1.463, 1
 0.079,  0.337,  1.320,  1.074,  0.995,  1.099,  4.000  0.941, 1
 0.081,  0.369,  1.193,  1.026,  1.025,  0.997,  4.000  1.608, 1
 0.079,  0.393,  1.412,  1.020,  1.605,  1.222,  3.000  4.398, 1
 0.089,  0.311,  1.940,  1.003,  1.292,  0.910,  4.000  0.825, 1
 0.093,  0.273,  1.015,  1.001,  3.577,  0.882,  4.000  1.655, 1
 0.086,  0.304,  1.485,  1.093,  1.405,  1.125,  5.000  0.848, 1
 0.088,  0.294,  1.144,  1.004,  0.985,  1.026,  4.000  1.052, 1
 0.089,  0.264,  0.862,  1.015,  1.146,  0.990,  4.000  1.253, 1
 0.092,  0.318,  1.220,  1.037,  1.729,  1.045,  4.000  1.179, 1
 0.060,  0.529,  1.280,  1.091,  0.805,  1.102,  3.000  1.064, 1
 0.088,  0.365,  1.156,  1.007,  1.022,  1.029,  4.000  1.639, 1
 0.086,  0.237,  1.637,  1.006,  1.707,  0.963,  7.000  1.148, 1
 0.071,  0.405,  1.499,  1.013,  0.920,  1.117,  4.000  1.305, 1
 0.094,  0.314,  1.642,  1.009,  1.594,  1.076,  4.000  0.725, 1
 0.089,  0.294,  1.015,  1.006,  2.791,  0.911,  3.000  0.880, 1
 0.095,  0.270,  1.009,  1.003,  1.038,  0.954,  4.000  1.105, 1
 0.079,  0.356,  1.398,  1.068,  0.976,  1.072,  4.000  1.099, 1
 0.095,  0.427,  1.143,  1.032,  1.567,  1.089,  5.000  1.138, 1
 0.090,  0.296,  1.103,  1.026,  1.627,  0.996,  5.000  1.903, 1
 0.084,  0.390,  1.615,  1.035,  0.950,  1.033,  4.000  1.012, 1
 0.073,  0.475,  2.011,  1.053,  0.880,  1.093,  4.000  0.728, 1
 0.087,  0.314,  1.520,  1.060,  1.290,  1.058,  4.000  1.448, 1
 0.091,  0.441,  0.812,  1.064,  2.241,  1.028,  5.000  0.400, 1
 0.091,  0.301,  0.967,  1.011,  1.483,  0.991,  4.000  1.308, 1
 0.092,  0.472,  1.725,  1.095,  2.193,  1.055,  4.000  1.317, 1
 0.096,  0.334,  0.920,  1.011,  1.297,  0.999,  4.000  1.570, 1
 0.092,  0.252,  0.968,  1.001,  1.057,  0.988,  3.000  0.963, 1
 0.092,  0.355,  1.200,  1.052,  1.421,  1.068,  4.000  1.159, 1
 0.091,  0.296,  1.101,  1.002,  2.872,  1.021,  4.000  0.912, 1
 0.098,  0.375,  0.953,  1.011,  1.624,  1.134,  1.000  4.668, 1
 0.098,  0.353,  0.670,  1.002,  1.268,  1.087,  1.000  0.701, 1
 0.079,  0.488,  1.348,  1.023,  0.971,  1.109,  4.000  1.096, 1
 0.088,  0.374,  0.915,  1.040,  1.022,  0.957,  3.000  2.098, 1
 0.075,  0.456,  2.040,  1.121,  1.050,  1.080,  1.000  0.443, 1
 0.090,  0.420,  1.209,  1.034,  1.628,  1.180,  4.000  0.961, 1
 0.084,  0.368,  1.660,  1.004,  1.218,  1.085,  1.000  0.895, 1
 0.086,  0.280,  0.960,  1.006,  2.668,  1.051,  4.000  0.762, 1
 0.091,  0.334,  1.746,  1.079,  1.494,  1.126,  1.000  1.625, 1
 0.091,  0.432,  1.219,  1.001,  2.985,  1.101,  4.000  1.916, 1
 0.080,  0.400,  1.180,  1.008,  0.653,  1.071,  4.000  1.497, 1
 0.085,  0.330,  1.250,  1.018,  1.151,  1.060,  4.000  1.260, 1
 0.085,  0.217,  0.721,  1.014,  1.541,  0.903,  4.000  0.850, 1
 0.078,  0.405,  0.848,  1.006,  0.654,  1.120,  5.000  1.224, 1
 0.091,  0.298,  1.453,  1.033,  1.431,  1.032,  4.000  1.484, 1
 0.086,  0.425,  0.902,  1.021,  1.129,  1.085,  4.000  1.005, 1
 0.080,  0.370,  1.308,  1.049,  1.074,  1.067,  4.000  1.232, 1
 0.097,  0.330,  1.008,  1.030,  1.971,  1.171,  4.000  1.058, 1
 0.089,  0.347,  1.621,  1.052,  0.970,  1.064,  4.000  1.446, 1
 0.063,  0.517,  1.289,  1.032,  1.783,  1.039,  1.000  0.856, 1
 0.080,  0.315,  1.334,  1.008,  0.882,  1.103,  1.000  1.024, 1
 0.093,  0.424,  2.004,  1.061,  1.903,  1.147,  4.000  1.126, 1
 0.073,  0.400,  1.606,  1.032,  1.436,  0.910,  4.000  1.060, 1
 0.095,  0.357,  1.134,  1.088,  1.709,  1.092,  5.000  0.953, 1
 0.098,  0.383,  1.279,  1.014,  2.077,  0.997,  4.000  2.765, 1
 0.089,  0.290,  0.868,  1.017,  1.901,  0.995,  4.000  0.837, 1
 0.107,  0.436,  1.250,  1.030,  1.679,  1.020,  4.000  2.528, 1
 0.073,  0.448,  1.291,  1.072,  1.160,  1.083,  3.000  2.577, 1
 0.089,  0.322,  0.698,  1.001,  2.773,  0.975,  4.000  0.855, 1
 0.079,  0.352,  1.183,  1.019,  1.237,  1.132,  1.000  0.974, 1
 0.085,  0.212,  0.713,  1.004,  1.412,  1.038,  1.000  0.994, 1
 0.092,  0.329,  0.852,  1.003,  1.376,  1.036,  5.000  1.569, 1
 0.094,  0.291,  1.537,  1.011,  2.631,  0.982,  4.000  1.037, 1
 0.085,  0.379,  0.912,  1.015,  1.355,  1.141,  3.000  1.791, 1
 0.093,  0.426,  1.351,  1.007,  1.591,  1.152,  4.000  1.232, 1
 0.087,  0.316,  0.703,  1.001,  2.204,  1.033,  4.000  1.491, 1
 0.091,  0.441,  0.876,  1.029,  2.704,  1.121,  3.000  0.104, 1
 0.091,  0.393,  1.424,  1.024,  1.244,  0.959,  3.000  1.272, 1
 0.087,  0.331,  0.807,  1.054,  1.094,  1.059,  4.000  1.395, 1
 0.085,  0.235,  0.808,  1.002,  1.595,  1.034,  4.000  0.733, 1
 0.095,  0.470,  1.410,  1.019,  2.412,  1.149,  4.000  1.456, 1
 0.092,  0.312,  1.376,  1.006,  1.715,  1.023,  4.000  0.731, 1
 0.095,  0.326,  2.160,  1.011,  2.075,  0.947,  4.000  1.572, 1
 0.087,  0.306,  1.130,  1.027,  0.955,  1.017,  4.000  1.367, 1
 0.078,  0.403,  1.228,  1.003,  0.723,  1.026,  1.000  0.689, 1
 0.087,  0.339,  1.546,  1.011,  2.039,  1.145,  4.000  0.819, 1
 0.086,  0.423,  1.762,  1.022,  1.282,  1.034,  4.000  1.278, 1
 0.085,  0.337,  0.933,  1.015,  1.388,  1.026,  3.000  0.940, 1
 0.086,  0.330,  1.508,  1.004,  1.448,  1.051,  4.000  0.964, 1
 0.083,  0.318,  1.725,  1.006,  1.282,  1.078,  1.000  1.051, 1
 0.079,  0.365,  0.934,  1.028,  1.713,  1.054,  4.000  0.659, 1
 0.088,  0.366,  1.303,  1.004,  1.712,  0.981,  4.000  0.755, 1
 0.093,  0.335,  1.316,  1.008,  4.401,  0.960,  3.000  0.959, 1
 0.084,  0.194,  1.479,  1.000,  2.371,  0.896,  4.000  1.138, 1
 0.088,  0.311,  1.319,  1.020,  1.291,  1.130,  4.000  1.005, 1
 0.090,  0.354,  1.878,  1.024,  0.975,  0.986,  4.000  1.585, 1
 0.093,  0.266,  0.828,  1.006,  1.315,  0.993,  5.000  1.393, 1
 0.086,  0.437,  0.861,  1.084,  1.409,  1.059,  3.000  0.932, 1
 0.096,  0.292,  1.270,  1.045,  1.222,  1.119,  4.000  1.334, 1
 0.086,  0.282,  1.446,  1.019,  1.099,  1.116,  3.000  0.840, 1
 0.079,  0.460,  1.900,  1.174,  0.962,  1.093,  4.000  0.585, 1
 0.084,  0.327,  0.916,  1.001,  3.447,  1.040,  1.000  0.924, 1
 0.092,  0.360,  1.000,  1.083,  0.898,  1.002,  4.000  1.220, 1
 0.090,  0.287,  1.172,  1.058,  1.088,  1.047,  3.000  1.228, 1
 0.095,  0.256,  1.004,  1.003,  1.874,  1.065,  4.000  0.710, 1
 0.079,  0.464,  0.971,  1.005,  1.567,  1.058,  4.000  1.388, 1
 0.087,  0.321,  1.129,  1.011,  1.753,  1.086,  4.000  0.680, 1
 0.086,  0.298,  1.190,  1.004,  0.996,  1.023,  4.000  1.398, 1
 0.075,  0.430,  1.205,  1.006,  3.661,  1.018,  4.000  0.707, 1
 0.081,  0.365,  1.091,  1.043,  0.936,  1.072,  4.000  1.317, 1
 0.075,  0.447,  1.397,  1.100,  1.065,  1.081,  4.000  0.936, 1
 0.088,  0.276,  1.227,  1.000,  3.655,  0.929,  4.000  0.914, 1
 0.088,  0.264,  1.277,  1.035,  2.602,  1.165,  1.000  0.767, 1
 0.097,  0.350,  1.517,  1.062,  1.309,  1.064,  4.000  1.120, 1
 0.087,  0.348,  0.815,  1.044,  1.466,  1.006,  4.000  1.292, 1
 0.076,  0.328,  1.320,  1.011,  1.206,  1.079,  4.000  0.755, 1
 0.072,  0.480,  1.109,  1.032,  0.983,  1.017,  7.000  1.955, 1
 0.096,  0.338,  0.851,  1.001,  1.918,  1.002,  4.000  0.922, 1
 0.092,  0.321,  0.856,  1.002,  1.342,  1.009,  4.000  1.263, 1
 0.077,  0.345,  1.233,  1.008,  1.138,  1.024,  4.000  0.702, 1
 0.087,  0.463,  1.198,  1.106,  1.046,  1.056,  4.000  1.821, 1
 0.089,  0.338,  1.467,  1.004,  1.332,  1.125,  4.000  0.394, 1
 0.088,  0.427,  0.000,  1.000,  3.011,  1.056,  1.000  0.068, 1
 0.094,  0.349,  1.635,  1.008,  1.429,  1.075,  7.000  1.008, 1
 0.094,  0.303,  0.652,  1.002,  4.469,  0.992,  4.000  0.940, 1
 0.087,  0.343,  1.060,  1.023,  1.121,  1.024,  4.000  1.286, 1
 0.091,  0.242,  0.870,  1.011,  1.146,  0.996,  7.000  1.440, 1
 0.094,  0.328,  1.574,  1.017,  1.949,  1.099,  4.000  0.788, 1
 0.084,  0.338,  1.205,  1.034,  1.207,  1.125,  4.000  1.018, 1
 0.085,  0.368,  1.936,  1.007,  1.017,  1.027,  1.000  0.862, 1
 0.091,  0.349,  0.981,  1.005,  3.137,  0.974,  5.000  0.877, 1
 0.091,  0.364,  0.702,  1.001,  1.462,  1.010,  5.000  5.705, 1
 0.092,  0.328,  0.905,  1.013,  1.694,  1.007,  4.000  1.175, 1
 0.089,  0.325,  0.739,  1.007,  1.390,  0.954,  3.000  2.987, 1
 0.088,  0.300,  1.673,  1.005,  2.118,  0.999,  4.000  1.420, 1
 0.101,  0.352,  1.131,  1.066,  1.345,  1.072,  4.000  1.509, 1
 0.098,  0.352,  1.600,  1.015,  1.939,  0.940,  4.000  1.620, 1
 0.083,  0.417,  0.948,  1.009,  0.857,  0.943,  4.000  1.694, 1
 0.086,  0.315,  1.368,  1.028,  0.875,  1.064,  4.000  1.566, 1
 0.090,  0.327,  1.037,  1.001,  2.484,  1.000,  3.000  0.674, 1
 0.090,  0.244,  0.653,  1.004,  1.821,  0.977,  1.000  1.242, 1
 0.093,  0.271,  1.299,  1.008,  1.458,  1.008,  4.000  1.204, 1
 0.088,  0.349,  1.218,  1.030,  1.299,  1.078,  3.000  0.906, 1
 0.087,  0.305,  1.175,  1.018,  1.587,  1.166,  4.000  0.670, 1
 0.088,  0.299,  1.684,  1.041,  1.004,  1.032,  3.000  1.272, 1
 0.077,  0.380,  1.409,  1.120,  0.906,  1.080,  4.000  1.020, 1
 0.089,  0.271,  1.007,  1.002,  2.978,  1.067,  4.000  0.843, 1
 0.099,  0.418,  0.910,  1.047,  1.242,  0.976,  4.000  0.880, 1
 0.084,  0.384,  1.401,  1.143,  1.221,  1.057,  4.000  0.882, 1
 0.076,  0.453,  1.020,  1.192,  0.842,  1.093,  4.000  1.015, 1
 0.078,  0.399,  1.699,  1.033,  0.822,  1.054,  1.000  0.923, 1
 0.081,  0.510,  1.400,  1.131,  1.818,  1.148,  4.000  2.169, 1
 0.081,  0.377,  1.367,  1.075,  0.980,  1.107,  4.000  1.302, 1
 0.075,  0.401,  1.149,  1.076,  1.366,  1.112,  1.000  1.021, 1
 0.091,  0.236,  1.161,  1.010,  2.210,  0.978,  4.000  0.790, 1
 0.084,  0.356,  0.959,  1.001,  1.313,  1.030,  4.000  0.660, 1
 0.081,  0.337,  0.890,  1.003,  0.819,  1.066,  1.000  1.044, 1
 0.088,  0.249,  1.158,  1.001,  1.946,  0.918,  1.000  0.862, 1
 0.089,  0.304,  1.493,  1.014,  1.503,  1.055,  5.000  0.922, 1
 0.086,  0.340,  1.779,  1.015,  1.246,  0.945,  4.000  0.876, 1
 0.068,  0.486,  0.941,  1.013,  1.495,  1.221,  1.000  0.608, 1
 0.093,  0.389,  1.478,  1.022,  0.874,  1.141,  4.000  1.345, 1
 0.081,  0.307,  1.197,  1.003,  0.756,  1.092,  4.000  1.342, 1
 0.100,  0.371,  2.068,  1.010,  1.245,  1.088,  4.000  0.945, 1
 0.090,  0.316,  1.118,  1.015,  0.979,  1.034,  4.000  1.326, 1
 0.089,  0.373,  1.101,  1.041,  1.081,  1.040,  4.000  1.159, 1
 0.078,  0.385,  1.424,  1.060,  0.933,  1.074,  4.000  1.428, 1
 0.087,  0.355,  1.016,  1.000,  2.482,  0.896,  5.000  3.238, 1
 0.083,  0.388,  0.931,  1.048,  1.078,  1.095,  4.000  0.879, 1
 0.091,  0.356,  0.926,  1.010,  1.576,  1.075,  4.000  1.781, 1
 0.105,  0.324,  0.782,  1.000,  5.368,  1.004,  1.000  0.255, 1
 0.094,  0.397,  1.093,  1.011,  1.117,  1.034,  3.000  0.568, 1
 0.090,  0.259,  0.861,  1.006,  1.065,  0.987,  4.000  0.984, 1
 0.080,  0.381,  1.326,  1.032,  0.858,  1.047,  4.000  2.347, 1
 0.098,  0.394,  0.757,  1.004,  2.599,  1.071,  3.000  0.610, 1
 0.088,  0.321,  1.172,  1.001,  1.962,  0.905,  1.000  1.000, 1
 0.079,  0.416,  1.830,  1.025,  0.828,  1.064,  3.000  1.157, 1
 0.086,  0.219,  1.160,  1.020,  1.712,  0.969,  1.000  0.483, 1
 0.087,  0.314,  1.080,  1.005,  1.750,  0.995,  4.000  1.404, 1
 0.086,  0.371,  1.736,  1.011,  1.393,  1.138,  4.000  0.592, 1
